"","CNames","SUNSID","Acres","BUFF_DIST","Method","People","Start","Buffer","Area"
"429","Buff05km","BAY08",401.5,500,"Residential Parcels",596,"Footprint","Buffer 0.5km","Full Buffer"
"430","Buff05km","BAY08",401.5,500,"All Parcels",835,"Footprint","Buffer 0.5km","Full Buffer"
"431","Buff05km","BAY09",3177.81005859375,500,"Landscan Sum",1226,"Footprint","Buffer 0.5km","Full Buffer"
"432","Buff05km","BAY09",3177.81005859375,500,"Census Population",1644.26094998865,"Footprint","Buffer 0.5km","Full Buffer"
"433","Buff05km","BAY09",3177.81005859375,500,"Parcel Building Count",128,"Footprint","Buffer 0.5km","Full Buffer"
"434","Buff05km","BAY09",3177.81005859375,500,"Residential Parcels",117,"Footprint","Buffer 0.5km","Full Buffer"
"435","Buff05km","BAY09",3177.81005859375,500,"All Parcels",313,"Footprint","Buffer 0.5km","Full Buffer"
"436","Buff05km","CAL01",6.67000007629395,500,"Landscan Sum",601,"Footprint","Buffer 0.5km","Full Buffer"
"437","Buff05km","CAL01",6.67000007629395,500,"Census Population",513.324029792717,"Footprint","Buffer 0.5km","Full Buffer"
"438","Buff05km","CAL01",6.67000007629395,500,"Parcel Building Count",246,"Footprint","Buffer 0.5km","Full Buffer"
"439","Buff05km","CAL01",6.67000007629395,500,"Residential Parcels",260,"Footprint","Buffer 0.5km","Full Buffer"
"440","Buff05km","CAL01",6.67000007629395,500,"All Parcels",308,"Footprint","Buffer 0.5km","Full Buffer"
"441","Buff05km","CAL02",25.8899993896484,500,"Landscan Sum",246,"Footprint","Buffer 0.5km","Full Buffer"
"442","Buff05km","CAL02",25.8899993896484,500,"Census Population",358.852474866667,"Footprint","Buffer 0.5km","Full Buffer"
"443","Buff05km","CAL02",25.8899993896484,500,"Parcel Building Count",107,"Footprint","Buffer 0.5km","Full Buffer"
"444","Buff05km","CAL02",25.8899993896484,500,"Residential Parcels",120,"Footprint","Buffer 0.5km","Full Buffer"
"445","Buff05km","CAL02",25.8899993896484,500,"All Parcels",179,"Footprint","Buffer 0.5km","Full Buffer"
"446","Buff05km","CAR01",4.05000019073486,500,"Landscan Sum",43,"Footprint","Buffer 0.5km","Full Buffer"
"447","Buff05km","CAR01",4.05000019073486,500,"Census Population",112.520415905608,"Footprint","Buffer 0.5km","Full Buffer"
"448","Buff05km","CAR01",4.05000019073486,500,"Parcel Building Count",74,"Footprint","Buffer 0.5km","Full Buffer"
"449","Buff05km","CAR01",4.05000019073486,500,"Residential Parcels",81,"Footprint","Buffer 0.5km","Full Buffer"
"450","Buff05km","CAR01",4.05000019073486,500,"All Parcels",151,"Footprint","Buffer 0.5km","Full Buffer"
"451","Buff05km","CAR02",11.5100002288818,500,"Landscan Sum",500,"Footprint","Buffer 0.5km","Full Buffer"
"452","Buff05km","CAR02",11.5100002288818,500,"Census Population",361.656957867261,"Footprint","Buffer 0.5km","Full Buffer"
"453","Buff05km","CAR02",11.5100002288818,500,"Parcel Building Count",308,"Footprint","Buffer 0.5km","Full Buffer"
"454","Buff05km","CAR02",11.5100002288818,500,"Residential Parcels",252,"Footprint","Buffer 0.5km","Full Buffer"
"455","Buff05km","CAR02",11.5100002288818,500,"All Parcels",466,"Footprint","Buffer 0.5km","Full Buffer"
"456","Buff05km","CAR03",90.9499969482422,500,"Landscan Sum",324,"Footprint","Buffer 0.5km","Full Buffer"
"457","Buff05km","CAR03",90.9499969482422,500,"Census Population",203.942534256163,"Footprint","Buffer 0.5km","Full Buffer"
"458","Buff05km","CAR03",90.9499969482422,500,"Parcel Building Count",87,"Footprint","Buffer 0.5km","Full Buffer"
"459","Buff05km","CAR03",90.9499969482422,500,"Residential Parcels",88,"Footprint","Buffer 0.5km","Full Buffer"
"460","Buff05km","CAR03",90.9499969482422,500,"All Parcels",227,"Footprint","Buffer 0.5km","Full Buffer"
"461","Buff05km","CAR04",5.90999984741211,500,"Landscan Sum",314,"Footprint","Buffer 0.5km","Full Buffer"
"462","Buff05km","CAR04",5.90999984741211,500,"Census Population",114.387070575403,"Footprint","Buffer 0.5km","Full Buffer"
"463","Buff05km","CAR04",5.90999984741211,500,"Parcel Building Count",122,"Footprint","Buffer 0.5km","Full Buffer"
"464","Buff05km","CAR04",5.90999984741211,500,"Residential Parcels",108,"Footprint","Buffer 0.5km","Full Buffer"
"465","Buff05km","CAR04",5.90999984741211,500,"All Parcels",347,"Footprint","Buffer 0.5km","Full Buffer"
"466","Buff05km","FRA01",837.700012207031,500,"Landscan Sum",7,"Footprint","Buffer 0.5km","Full Buffer"
"467","Buff05km","FRA01",837.700012207031,500,"Census Population",14.1058706264191,"Footprint","Buffer 0.5km","Full Buffer"
"468","Buff05km","FRA01",837.700012207031,500,"Parcel Building Count",3,"Footprint","Buffer 0.5km","Full Buffer"
"469","Buff05km","FRA01",837.700012207031,500,"Residential Parcels",3,"Footprint","Buffer 0.5km","Full Buffer"
"470","Buff05km","FRA01",837.700012207031,500,"All Parcels",45,"Footprint","Buffer 0.5km","Full Buffer"
"471","Buff05km","FRA02",498.089996337891,500,"Landscan Sum",206,"Footprint","Buffer 0.5km","Full Buffer"
"472","Buff05km","FRA02",498.089996337891,500,"Census Population",231.287425503071,"Footprint","Buffer 0.5km","Full Buffer"
"473","Buff05km","FRA02",498.089996337891,500,"Parcel Building Count",132,"Footprint","Buffer 0.5km","Full Buffer"
"474","Buff05km","FRA02",498.089996337891,500,"Residential Parcels",80,"Footprint","Buffer 0.5km","Full Buffer"
"475","Buff05km","FRA02",498.089996337891,500,"All Parcels",298,"Footprint","Buffer 0.5km","Full Buffer"
"476","Buff05km","FRA03",244.070007324219,500,"Landscan Sum",102,"Footprint","Buffer 0.5km","Full Buffer"
"477","Buff05km","FRA03",244.070007324219,500,"Census Population",174.124388852326,"Footprint","Buffer 0.5km","Full Buffer"
"478","Buff05km","FRA03",244.070007324219,500,"Parcel Building Count",343,"Footprint","Buffer 0.5km","Full Buffer"
"479","Buff05km","FRA03",244.070007324219,500,"Residential Parcels",292,"Footprint","Buffer 0.5km","Full Buffer"
"480","Buff05km","FRA03",244.070007324219,500,"All Parcels",669,"Footprint","Buffer 0.5km","Full Buffer"
"481","Buff05km","FRA04",556.989990234375,500,"Landscan Sum",547,"Footprint","Buffer 0.5km","Full Buffer"
"482","Buff05km","FRA04",556.989990234375,500,"Census Population",592.254228263065,"Footprint","Buffer 0.5km","Full Buffer"
"483","Buff05km","FRA04",556.989990234375,500,"Parcel Building Count",1164,"Footprint","Buffer 0.5km","Full Buffer"
"484","Buff05km","FRA04",556.989990234375,500,"Residential Parcels",1148,"Footprint","Buffer 0.5km","Full Buffer"
"485","Buff05km","FRA04",556.989990234375,500,"All Parcels",2139,"Footprint","Buffer 0.5km","Full Buffer"
"486","Buff05km","FRA05",59.3699989318848,500,"Landscan Sum",137,"Footprint","Buffer 0.5km","Full Buffer"
"487","Buff05km","FRA05",59.3699989318848,500,"Census Population",112.59130018025,"Footprint","Buffer 0.5km","Full Buffer"
"488","Buff05km","FRA05",59.3699989318848,500,"Parcel Building Count",130,"Footprint","Buffer 0.5km","Full Buffer"
"489","Buff05km","FRA05",59.3699989318848,500,"Residential Parcels",114,"Footprint","Buffer 0.5km","Full Buffer"
"490","Buff05km","FRA05",59.3699989318848,500,"All Parcels",311,"Footprint","Buffer 0.5km","Full Buffer"
"491","Buff05km","FRA06",28.2999992370606,500,"Landscan Sum",0,"Footprint","Buffer 0.5km","Full Buffer"
"492","Buff05km","FRA06",28.2999992370606,500,"Census Population",1.61340036644986,"Footprint","Buffer 0.5km","Full Buffer"
"493","Buff05km","FRA06",28.2999992370606,500,"Parcel Building Count",0,"Footprint","Buffer 0.5km","Full Buffer"
"494","Buff05km","FRA06",28.2999992370606,500,"Residential Parcels",0,"Footprint","Buffer 0.5km","Full Buffer"
"495","Buff05km","FRA06",28.2999992370606,500,"All Parcels",17,"Footprint","Buffer 0.5km","Full Buffer"
"496","Buff05km","FRA07",15.6999998092651,500,"Landscan Sum",0,"Footprint","Buffer 0.5km","Full Buffer"
"497","Buff05km","FRA07",15.6999998092651,500,"Census Population",3.91455962545526,"Footprint","Buffer 0.5km","Full Buffer"
"498","Buff05km","FRA07",15.6999998092651,500,"Parcel Building Count",1,"Footprint","Buffer 0.5km","Full Buffer"
"499","Buff05km","FRA07",15.6999998092651,500,"Residential Parcels",1,"Footprint","Buffer 0.5km","Full Buffer"
"500","Buff05km","FRA07",15.6999998092651,500,"All Parcels",10,"Footprint","Buffer 0.5km","Full Buffer"
"501","Buff05km","FRA08",225.940002441406,500,"Landscan Sum",324,"Footprint","Buffer 0.5km","Full Buffer"
"502","Buff05km","FRA08",225.940002441406,500,"Census Population",104.096876524329,"Footprint","Buffer 0.5km","Full Buffer"
"503","Buff05km","FRA08",225.940002441406,500,"Parcel Building Count",476,"Footprint","Buffer 0.5km","Full Buffer"
"504","Buff05km","FRA08",225.940002441406,500,"Residential Parcels",482,"Footprint","Buffer 0.5km","Full Buffer"
"505","Buff05km","FRA08",225.940002441406,500,"All Parcels",800,"Footprint","Buffer 0.5km","Full Buffer"
"506","Buff05km","FRA09",93.5999984741211,500,"Landscan Sum",172,"Footprint","Buffer 0.5km","Full Buffer"
"507","Buff05km","FRA09",93.5999984741211,500,"Census Population",39.6687341221726,"Footprint","Buffer 0.5km","Full Buffer"
"508","Buff05km","FRA09",93.5999984741211,500,"Parcel Building Count",265,"Footprint","Buffer 0.5km","Full Buffer"
"509","Buff05km","FRA09",93.5999984741211,500,"Residential Parcels",267,"Footprint","Buffer 0.5km","Full Buffer"
"510","Buff05km","FRA09",93.5999984741211,500,"All Parcels",351,"Footprint","Buffer 0.5km","Full Buffer"
"511","Buff05km","FRA10",112.569999694824,500,"Landscan Sum",54,"Footprint","Buffer 0.5km","Full Buffer"
"512","Buff05km","FRA10",112.569999694824,500,"Census Population",25.0393837534955,"Footprint","Buffer 0.5km","Full Buffer"
"513","Buff05km","FRA10",112.569999694824,500,"Parcel Building Count",67,"Footprint","Buffer 0.5km","Full Buffer"
"514","Buff05km","FRA10",112.569999694824,500,"Residential Parcels",72,"Footprint","Buffer 0.5km","Full Buffer"
"515","Buff05km","FRA10",112.569999694824,500,"All Parcels",294,"Footprint","Buffer 0.5km","Full Buffer"
"516","Buff05km","FRA11",50.8199996948242,500,"Landscan Sum",94,"Footprint","Buffer 0.5km","Full Buffer"
"517","Buff05km","FRA11",50.8199996948242,500,"Census Population",50.1961112666817,"Footprint","Buffer 0.5km","Full Buffer"
"518","Buff05km","FRA11",50.8199996948242,500,"Parcel Building Count",120,"Footprint","Buffer 0.5km","Full Buffer"
"519","Buff05km","FRA11",50.8199996948242,500,"Residential Parcels",128,"Footprint","Buffer 0.5km","Full Buffer"
"520","Buff05km","FRA11",50.8199996948242,500,"All Parcels",215,"Footprint","Buffer 0.5km","Full Buffer"
"521","Buff05km","FRA12",2.80999994277954,500,"Landscan Sum",14,"Footprint","Buffer 0.5km","Full Buffer"
"522","Buff05km","FRA12",2.80999994277954,500,"Census Population",65.9182261929086,"Footprint","Buffer 0.5km","Full Buffer"
"523","Buff05km","FRA12",2.80999994277954,500,"Parcel Building Count",75,"Footprint","Buffer 0.5km","Full Buffer"
"524","Buff05km","FRA12",2.80999994277954,500,"Residential Parcels",78,"Footprint","Buffer 0.5km","Full Buffer"
"525","Buff05km","FRA12",2.80999994277954,500,"All Parcels",192,"Footprint","Buffer 0.5km","Full Buffer"
"526","Buff05km","GUL01",58.6399993896484,500,"Landscan Sum",66,"Footprint","Buffer 0.5km","Full Buffer"
"527","Buff05km","GUL01",58.6399993896484,500,"Census Population",50.1053021060207,"Footprint","Buffer 0.5km","Full Buffer"
"528","Buff05km","GUL01",58.6399993896484,500,"Parcel Building Count",100,"Footprint","Buffer 0.5km","Full Buffer"
"529","Buff05km","GUL01",58.6399993896484,500,"Residential Parcels",98,"Footprint","Buffer 0.5km","Full Buffer"
"530","Buff05km","GUL01",58.6399993896484,500,"All Parcels",209,"Footprint","Buffer 0.5km","Full Buffer"
"531","Buff05km","GUL02",47.8300018310547,500,"Landscan Sum",28,"Footprint","Buffer 0.5km","Full Buffer"
"532","Buff05km","GUL02",47.8300018310547,500,"Census Population",32.5323528206461,"Footprint","Buffer 0.5km","Full Buffer"
"533","Buff05km","GUL02",47.8300018310547,500,"Parcel Building Count",56,"Footprint","Buffer 0.5km","Full Buffer"
"534","Buff05km","GUL02",47.8300018310547,500,"Residential Parcels",66,"Footprint","Buffer 0.5km","Full Buffer"
"535","Buff05km","GUL02",47.8300018310547,500,"All Parcels",171,"Footprint","Buffer 0.5km","Full Buffer"
"536","Buff05km","LYN01",78.4000015258789,500,"Landscan Sum",384,"Footprint","Buffer 0.5km","Full Buffer"
"537","Buff05km","LYN01",78.4000015258789,500,"Census Population",401.529472270388,"Footprint","Buffer 0.5km","Full Buffer"
"538","Buff05km","LYN01",78.4000015258789,500,"Parcel Building Count",169,"Footprint","Buffer 0.5km","Full Buffer"
"539","Buff05km","LYN01",78.4000015258789,500,"Residential Parcels",180,"Footprint","Buffer 0.5km","Full Buffer"
"540","Buff05km","LYN01",78.4000015258789,500,"All Parcels",237,"Footprint","Buffer 0.5km","Full Buffer"
"541","Buff05km","LYN02",373.929992675781,500,"Landscan Sum",420,"Footprint","Buffer 0.5km","Full Buffer"
"542","Buff05km","LYN02",373.929992675781,500,"Census Population",538.99878915095,"Footprint","Buffer 0.5km","Full Buffer"
"543","Buff05km","LYN02",373.929992675781,500,"Parcel Building Count",186,"Footprint","Buffer 0.5km","Full Buffer"
"544","Buff05km","LYN02",373.929992675781,500,"Residential Parcels",196,"Footprint","Buffer 0.5km","Full Buffer"
"545","Buff05km","LYN02",373.929992675781,500,"All Parcels",261,"Footprint","Buffer 0.5km","Full Buffer"
"546","Buff05km","LYN03",55.9799995422363,500,"Landscan Sum",782,"Footprint","Buffer 0.5km","Full Buffer"
"547","Buff05km","LYN03",55.9799995422363,500,"Census Population",715.10056800378,"Footprint","Buffer 0.5km","Full Buffer"
"548","Buff05km","LYN03",55.9799995422363,500,"Parcel Building Count",292,"Footprint","Buffer 0.5km","Full Buffer"
"549","Buff05km","LYN03",55.9799995422363,500,"Residential Parcels",306,"Footprint","Buffer 0.5km","Full Buffer"
"550","Buff05km","LYN03",55.9799995422363,500,"All Parcels",376,"Footprint","Buffer 0.5km","Full Buffer"
"551","Buff05km","LYN05",44.3600006103516,500,"Landscan Sum",1213,"Footprint","Buffer 0.5km","Full Buffer"
"552","Buff05km","LYN05",44.3600006103516,500,"Census Population",1463.20298777198,"Footprint","Buffer 0.5km","Full Buffer"
"553","Buff05km","LYN05",44.3600006103516,500,"Parcel Building Count",618,"Footprint","Buffer 0.5km","Full Buffer"
"554","Buff05km","LYN05",44.3600006103516,500,"Residential Parcels",635,"Footprint","Buffer 0.5km","Full Buffer"
"555","Buff05km","LYN05",44.3600006103516,500,"All Parcels",723,"Footprint","Buffer 0.5km","Full Buffer"
"556","Buff05km","MEX01",87.379997253418,500,"Landscan Sum",140,"Footprint","Buffer 0.5km","Full Buffer"
"557","Buff05km","MEX01",87.379997253418,500,"Census Population",134.142494263654,"Footprint","Buffer 0.5km","Full Buffer"
"558","Buff05km","MEX01",87.379997253418,500,"Parcel Building Count",326,"Footprint","Buffer 0.5km","Full Buffer"
"559","Buff05km","MEX01",87.379997253418,500,"Residential Parcels",301,"Footprint","Buffer 0.5km","Full Buffer"
"560","Buff05km","MEX01",87.379997253418,500,"All Parcels",611,"Footprint","Buffer 0.5km","Full Buffer"
"561","Buff05km","MEX02",21.0699996948242,500,"Landscan Sum",233,"Footprint","Buffer 0.5km","Full Buffer"
"562","Buff05km","MEX02",21.0699996948242,500,"Census Population",327.17037716552,"Footprint","Buffer 0.5km","Full Buffer"
"563","Buff05km","MEX02",21.0699996948242,500,"Parcel Building Count",478,"Footprint","Buffer 0.5km","Full Buffer"
"564","Buff05km","MEX02",21.0699996948242,500,"Residential Parcels",466,"Footprint","Buffer 0.5km","Full Buffer"
"565","Buff05km","MEX02",21.0699996948242,500,"All Parcels",932,"Footprint","Buffer 0.5km","Full Buffer"
"566","Buff05km","MEX03",18.4099998474121,500,"Landscan Sum",263,"Footprint","Buffer 0.5km","Full Buffer"
"567","Buff05km","MEX03",18.4099998474121,500,"Census Population",364.876826521737,"Footprint","Buffer 0.5km","Full Buffer"
"568","Buff05km","MEX03",18.4099998474121,500,"Parcel Building Count",508,"Footprint","Buffer 0.5km","Full Buffer"
"569","Buff05km","MEX03",18.4099998474121,500,"Residential Parcels",498,"Footprint","Buffer 0.5km","Full Buffer"
"570","Buff05km","MEX03",18.4099998474121,500,"All Parcels",997,"Footprint","Buffer 0.5km","Full Buffer"
"571","Buff05km","MEX04",106.099998474121,500,"Landscan Sum",246,"Footprint","Buffer 0.5km","Full Buffer"
"572","Buff05km","MEX04",106.099998474121,500,"Census Population",319.79310863128,"Footprint","Buffer 0.5km","Full Buffer"
"573","Buff05km","MEX04",106.099998474121,500,"Parcel Building Count",344,"Footprint","Buffer 0.5km","Full Buffer"
"574","Buff05km","MEX04",106.099998474121,500,"Residential Parcels",342,"Footprint","Buffer 0.5km","Full Buffer"
"575","Buff05km","MEX04",106.099998474121,500,"All Parcels",562,"Footprint","Buffer 0.5km","Full Buffer"
"576","Buff05km","PAN01",5.76999998092651,500,"Landscan Sum",166,"Footprint","Buffer 0.5km","Full Buffer"
"577","Buff05km","PAN01",5.76999998092651,500,"Census Population",27.7762415139922,"Footprint","Buffer 0.5km","Full Buffer"
"578","Buff05km","PAN01",5.76999998092651,500,"Parcel Building Count",133,"Footprint","Buffer 0.5km","Full Buffer"
"579","Buff05km","PAN01",5.76999998092651,500,"Residential Parcels",86,"Footprint","Buffer 0.5km","Full Buffer"
"580","Buff05km","PAN01",5.76999998092651,500,"All Parcels",129,"Footprint","Buffer 0.5km","Full Buffer"
"581","Buff05km","PAN04",5.26000022888184,500,"Landscan Sum",834,"Footprint","Buffer 0.5km","Full Buffer"
"582","Buff05km","PAN04",5.26000022888184,500,"Census Population",764.460854301153,"Footprint","Buffer 0.5km","Full Buffer"
"583","Buff05km","PAN04",5.26000022888184,500,"Parcel Building Count",480,"Footprint","Buffer 0.5km","Full Buffer"
"584","Buff05km","PAN04",5.26000022888184,500,"Residential Parcels",392,"Footprint","Buffer 0.5km","Full Buffer"
"585","Buff05km","PAN04",5.26000022888184,500,"All Parcels",523,"Footprint","Buffer 0.5km","Full Buffer"
"586","Buff05km","PAN05",10.9499998092651,500,"Landscan Sum",1406,"Footprint","Buffer 0.5km","Full Buffer"
"587","Buff05km","PAN05",10.9499998092651,500,"Census Population",1357.25204690122,"Footprint","Buffer 0.5km","Full Buffer"
"588","Buff05km","PAN05",10.9499998092651,500,"Parcel Building Count",641,"Footprint","Buffer 0.5km","Full Buffer"
"589","Buff05km","PAN05",10.9499998092651,500,"Residential Parcels",555,"Footprint","Buffer 0.5km","Full Buffer"
"590","Buff05km","PAN05",10.9499998092651,500,"All Parcels",664,"Footprint","Buffer 0.5km","Full Buffer"
"591","Buff05km","PAN07",5.98999977111816,500,"Landscan Sum",1130,"Footprint","Buffer 0.5km","Full Buffer"
"592","Buff05km","PAN07",5.98999977111816,500,"Census Population",1292.92085299558,"Footprint","Buffer 0.5km","Full Buffer"
"593","Buff05km","PAN07",5.98999977111816,500,"Parcel Building Count",589,"Footprint","Buffer 0.5km","Full Buffer"
"594","Buff05km","PAN07",5.98999977111816,500,"Residential Parcels",575,"Footprint","Buffer 0.5km","Full Buffer"
"595","Buff05km","PAN07",5.98999977111816,500,"All Parcels",644,"Footprint","Buffer 0.5km","Full Buffer"
"596","Buff05km","PAN09",319.5,500,"Landscan Sum",2799,"Footprint","Buffer 0.5km","Full Buffer"
"597","Buff05km","PAN09",319.5,500,"Census Population",3688.9081350627,"Footprint","Buffer 0.5km","Full Buffer"
"598","Buff05km","PAN09",319.5,500,"Parcel Building Count",1542,"Footprint","Buffer 0.5km","Full Buffer"
"599","Buff05km","PAN09",319.5,500,"Residential Parcels",1132,"Footprint","Buffer 0.5km","Full Buffer"
"600","Buff05km","PAN09",319.5,500,"All Parcels",1800,"Footprint","Buffer 0.5km","Full Buffer"
"601","Buff05km","PAN10",0.140000000596046,500,"Landscan Sum",519,"Footprint","Buffer 0.5km","Full Buffer"
"602","Buff05km","PAN10",0.140000000596046,500,"Census Population",564.094184695587,"Footprint","Buffer 0.5km","Full Buffer"
"603","Buff05km","PAN10",0.140000000596046,500,"Parcel Building Count",364,"Footprint","Buffer 0.5km","Full Buffer"
"604","Buff05km","PAN10",0.140000000596046,500,"Residential Parcels",368,"Footprint","Buffer 0.5km","Full Buffer"
"605","Buff05km","PAN10",0.140000000596046,500,"All Parcels",411,"Footprint","Buffer 0.5km","Full Buffer"
"606","Buff05km","PAN11",1089.88000488281,500,"Landscan Sum",2462,"Footprint","Buffer 0.5km","Full Buffer"
"607","Buff05km","PAN11",1089.88000488281,500,"Census Population",2896.30897919732,"Footprint","Buffer 0.5km","Full Buffer"
"608","Buff05km","PAN11",1089.88000488281,500,"Parcel Building Count",1447,"Footprint","Buffer 0.5km","Full Buffer"
"609","Buff05km","PAN11",1089.88000488281,500,"Residential Parcels",685,"Footprint","Buffer 0.5km","Full Buffer"
"610","Buff05km","PAN11",1089.88000488281,500,"All Parcels",1564,"Footprint","Buffer 0.5km","Full Buffer"
"611","Buff05km","PAN12",15.5500001907349,500,"Landscan Sum",1208,"Footprint","Buffer 0.5km","Full Buffer"
"612","Buff05km","PAN12",15.5500001907349,500,"Census Population",1109.79870991716,"Footprint","Buffer 0.5km","Full Buffer"
"613","Buff05km","PAN12",15.5500001907349,500,"Parcel Building Count",688,"Footprint","Buffer 0.5km","Full Buffer"
"614","Buff05km","PAN12",15.5500001907349,500,"Residential Parcels",571,"Footprint","Buffer 0.5km","Full Buffer"
"615","Buff05km","PAN12",15.5500001907349,500,"All Parcels",747,"Footprint","Buffer 0.5km","Full Buffer"
"616","Buff05km","PAN13",92.4300003051758,500,"Landscan Sum",1677,"Footprint","Buffer 0.5km","Full Buffer"
"617","Buff05km","PAN13",92.4300003051758,500,"Census Population",1706.77746547755,"Footprint","Buffer 0.5km","Full Buffer"
"618","Buff05km","PAN13",92.4300003051758,500,"Parcel Building Count",989,"Footprint","Buffer 0.5km","Full Buffer"
"619","Buff05km","PAN13",92.4300003051758,500,"Residential Parcels",918,"Footprint","Buffer 0.5km","Full Buffer"
"620","Buff05km","PAN13",92.4300003051758,500,"All Parcels",1111,"Footprint","Buffer 0.5km","Full Buffer"
"621","Buff05km","PAN15",25.25,500,"Landscan Sum",167,"Footprint","Buffer 0.5km","Full Buffer"
"622","Buff05km","PAN15",25.25,500,"Census Population",201.206322930092,"Footprint","Buffer 0.5km","Full Buffer"
"623","Buff05km","PAN15",25.25,500,"Parcel Building Count",238,"Footprint","Buffer 0.5km","Full Buffer"
"624","Buff05km","PAN15",25.25,500,"Residential Parcels",96,"Footprint","Buffer 0.5km","Full Buffer"
"625","Buff05km","PAN15",25.25,500,"All Parcels",338,"Footprint","Buffer 0.5km","Full Buffer"
"626","Buff05km","PAN16",7.03999996185303,500,"Landscan Sum",653,"Footprint","Buffer 0.5km","Full Buffer"
"627","Buff05km","PAN16",7.03999996185303,500,"Census Population",511.411200325439,"Footprint","Buffer 0.5km","Full Buffer"
"628","Buff05km","PAN16",7.03999996185303,500,"Parcel Building Count",403,"Footprint","Buffer 0.5km","Full Buffer"
"629","Buff05km","PAN16",7.03999996185303,500,"Residential Parcels",323,"Footprint","Buffer 0.5km","Full Buffer"
"630","Buff05km","PAN16",7.03999996185303,500,"All Parcels",476,"Footprint","Buffer 0.5km","Full Buffer"
"631","Buff05km","PAN17",4.48000001907349,500,"Landscan Sum",671,"Footprint","Buffer 0.5km","Full Buffer"
"632","Buff05km","PAN17",4.48000001907349,500,"Census Population",826.728941983915,"Footprint","Buffer 0.5km","Full Buffer"
"633","Buff05km","PAN17",4.48000001907349,500,"Parcel Building Count",454,"Footprint","Buffer 0.5km","Full Buffer"
"634","Buff05km","PAN17",4.48000001907349,500,"Residential Parcels",450,"Footprint","Buffer 0.5km","Full Buffer"
"635","Buff05km","PAN17",4.48000001907349,500,"All Parcels",484,"Footprint","Buffer 0.5km","Full Buffer"
"636","Buff05km","PAN19",5.59999990463257,500,"Landscan Sum",232,"Footprint","Buffer 0.5km","Full Buffer"
"637","Buff05km","PAN19",5.59999990463257,500,"Census Population",264.914882307586,"Footprint","Buffer 0.5km","Full Buffer"
"638","Buff05km","PAN19",5.59999990463257,500,"Parcel Building Count",159,"Footprint","Buffer 0.5km","Full Buffer"
"639","Buff05km","PAN19",5.59999990463257,500,"Residential Parcels",127,"Footprint","Buffer 0.5km","Full Buffer"
"640","Buff05km","PAN19",5.59999990463257,500,"All Parcels",259,"Footprint","Buffer 0.5km","Full Buffer"
"641","Buff05km","PAR01",25.5,500,"Landscan Sum",700,"Footprint","Buffer 0.5km","Full Buffer"
"642","Buff05km","PAR01",25.5,500,"Census Population",832.056622765721,"Footprint","Buffer 0.5km","Full Buffer"
"643","Buff05km","PAR01",25.5,500,"Parcel Building Count",448,"Footprint","Buffer 0.5km","Full Buffer"
"644","Buff05km","PAR01",25.5,500,"Residential Parcels",330,"Footprint","Buffer 0.5km","Full Buffer"
"645","Buff05km","PAR01",25.5,500,"All Parcels",440,"Footprint","Buffer 0.5km","Full Buffer"
"646","Buff05km","PAR02",9.5,500,"Landscan Sum",636,"Footprint","Buffer 0.5km","Full Buffer"
"647","Buff05km","PAR02",9.5,500,"Census Population",828.28031518418,"Footprint","Buffer 0.5km","Full Buffer"
"648","Buff05km","PAR02",9.5,500,"Parcel Building Count",402,"Footprint","Buffer 0.5km","Full Buffer"
"649","Buff05km","PAR02",9.5,500,"Residential Parcels",334,"Footprint","Buffer 0.5km","Full Buffer"
"650","Buff05km","PAR02",9.5,500,"All Parcels",462,"Footprint","Buffer 0.5km","Full Buffer"
"651","Buff05km","PAR03",253.940002441406,500,"Landscan Sum",1641,"Footprint","Buffer 0.5km","Full Buffer"
"652","Buff05km","PAR03",253.940002441406,500,"Census Population",2006.26809843099,"Footprint","Buffer 0.5km","Full Buffer"
"653","Buff05km","PAR03",253.940002441406,500,"Parcel Building Count",1044,"Footprint","Buffer 0.5km","Full Buffer"
"654","Buff05km","PAR03",253.940002441406,500,"Residential Parcels",777,"Footprint","Buffer 0.5km","Full Buffer"
"655","Buff05km","PAR03",253.940002441406,500,"All Parcels",1052,"Footprint","Buffer 0.5km","Full Buffer"
"656","Buff05km","PAR04",0.589999973773956,500,"Landscan Sum",164,"Footprint","Buffer 0.5km","Full Buffer"
"657","Buff05km","PAR04",0.589999973773956,500,"Census Population",222.233311534977,"Footprint","Buffer 0.5km","Full Buffer"
"658","Buff05km","PAR04",0.589999973773956,500,"Parcel Building Count",117,"Footprint","Buffer 0.5km","Full Buffer"
"659","Buff05km","PAR04",0.589999973773956,500,"Residential Parcels",110,"Footprint","Buffer 0.5km","Full Buffer"
"660","Buff05km","PAR04",0.589999973773956,500,"All Parcels",132,"Footprint","Buffer 0.5km","Full Buffer"
"661","Buff05km","PAR05",28.4699993133545,500,"Landscan Sum",162,"Footprint","Buffer 0.5km","Full Buffer"
"662","Buff05km","PAR05",28.4699993133545,500,"Census Population",217.426874241951,"Footprint","Buffer 0.5km","Full Buffer"
"663","Buff05km","PAR05",28.4699993133545,500,"Parcel Building Count",168,"Footprint","Buffer 0.5km","Full Buffer"
"664","Buff05km","PAR05",28.4699993133545,500,"Residential Parcels",123,"Footprint","Buffer 0.5km","Full Buffer"
"665","Buff05km","PAR05",28.4699993133545,500,"All Parcels",170,"Footprint","Buffer 0.5km","Full Buffer"
